Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Chemistry,What type of bond involves the sharing of electrons?,Covalent bond,Ionic bond,Hydrogen bond,Metallic bond
Chemistry,What is the element with the symbol Na on the periodic table?,Sodium,Nitrogen,Neon,Nickel
Biology,What organ is responsible for pumping blood?,Heart,Lungs,Liver,Brain
Biology,What is the name of the protein that gives skin and hair its pigment?,Melanin,Keratin,Collagen,Elastin
Chemistry,What is the process whereby a gas turns into a liquid?,Condensation,Evaporation,Sublimation,Melting
Chemistry,What is the term for a solution that has a higher concentration of solute than another solution?,Hypertonic,Hypotonic,Isotonic,Neutral
Biology,What is the name for the study of how organisms interact with each other and their environment?,ecology,evolution,microbiology,zoology
Physics,What is the formula for calculating distance?,Distance = speed x time,Distance = weight / mass,Distance = energy / time,Distance = acceleration x time squared
Biology,Which of the following is a vertebrate?,Fish,Insect,Worm,Snail
Biology,What is the name of the dense region in the nucleus of an atom| consisting of protons and neutrons?,Atomic nucleus,Electron cloud,Electron shell,Periodic table
Chemistry,What is the symbol for Mercury?,Hg,He,Hf,Ho
Chemistry,What is the name of the process in which a liquid changes into a gas?,Vaporization,Condensation,Sublimation,Deposition
Biology,What is the process by which cells divide?,Mitosis,Meiosis,Osmosis,Photosynthesis
Chemistry,How many electrons are in the outermost shell of an atom of chlorine?,7,8,6,9
Biology,What is the process by which plants produce oxygen and glucose from carbon dioxide and water?,Photosynthesis,Chemosynthesis,Respiration,Glycolysis
Biology,What is the longest bone in the human body?,Femur,Humerus,Radius,Ulna
Geology,What type of rock is formed by heat and pressure?,Metamorphic,Sedimentary,Igneous,Granitic
Earth Science,What is the name for the process by which rocks are physically broken down into smaller pieces?,Mechanical weathering,Chemical weathering,Erosion,Deposition
Physics,What type of energy is stored as a result of an object's position or height?,Potential energy,Kinetic energy,Thermal energy,Sound energy
Earth Science,What is the name of the layer of the Earth's atmosphere that contains the Northern Lights?,Ionosphere,Exosphere,Stratosphere,Magnetosphere
Biology,What is the name of the process by which organisms break down complex organic molecules into simpler ones| releasing energy in the process?,Cellular respiration,Fermentation,Photosynthesis,Diffusion
Astronomy,What is the name of the nearest galaxy to ours?,Andromeda,Triangulum,Larger Magellanic Cloud,Small Magellanic Cloud
Biology,Which of the following is the process by which cells break down glucose to produce energy?,Cellular respiration,Photosynthesis,Reproduction,Growth
Chemistry,What type of reaction involves the use of oxygen?,Combustion,Decomposition,Synthesis,Neutralization
Astronomy,What is the name of the dwarf planet discovered in 2005?,Eris,Pluto,Haumea,Makemake
Geology,What is a plate tectonic boundary?,A boundary between two tectonic plates,A boundary between a tectonic plate and a fault,A boundary between two faults,A boundary between two mountains
Biology,Which system is responsible for carrying oxygen and nutrients to the body's cells?,Circulatory system,Respiratory system,Digestive system,Nervous system
Earth Science,What is the name of the layer of the Earth that is made up of solid rock?,Lithosphere,Atmosphere,Hydrosphere,Biosphere
Biology,What is the name of the process by which animals reproduce?,Reproduction,Cell division,Fertilization,Pollination
Physics,What is the name for the rate at which an object changes its velocity?,Acceleration,Velocity,Speed,Force
Biology,What is the name for the process by which organisms adapt to their environment over time?,Evolution,Natural selection,Mutation,Variation
Astronomy,What is the name of the brightest star in the constellation Orion?,Rigel,Betelgeuse,Bellatrix,Saiph
Geology,What type of rock undergoes a physical or chemical change due to heat and pressure?,Metamorphic,Igneous,Sedimentary,Plutonic
Astronomy,What is the name of the brightest star in our night sky?,Sirius,Betelgeuse,Vega,Canopus
Chemistry,What is the common name for Sodium Chloride?,Table salt,Baking soda,Vinegar,Lemon juice
Biology,What is the science of classifying and naming organisms?,Taxonomy,Biology,Ecology,Genetics
Physics,What is the force of gravity between two objects determined by?,The masses of the objects and their distance apart,The velocities of the objects and their distance apart,The pressure of the objects and their surface area,The temperatures of the objects and their distance apart
Chemistry,What is the term for the attraction between molecules of the same substance?,Cohesion,Adhesion,Surface tension,Capillary action
Chemistry,What is the process by which a gas turns into a solid?,Deposition,Sublimation,Condensation,Crystallization
Biology,What is the name of the process by which two gametes combine to form a zygote?,Fertilization,Meiosis,Mitosis,Binary Fission
Geology,What type of rock is formed from solidified lava?,Igneous,Sedimentary,Metamorphic,Granite
Earth Science,What type of rock is formed from the compacting and cementation of sediments?,Sedimentary,Igneous,Metamorphic,Tectonic
Astronomy,What is the name of the largest volcano in the solar system| located on Mars?,Olympus Mons,Mount Etna,Mount St. Helens,Mount Pinatubo
Biology,Which organ is responsible for producing bile?,Liver,Pancreas,Gallbladder,Stomach
Geology,What is the name of the process by which an igneous rock is transformed into a metamorphic rock?,Metamorphism,Melting,Crystallization,Erosion
Geology,What type of rock is formed from the cooling and solidification of lava or magma?,Igneous,Sedimentary,Metamorphic,None of the above
Biology,What is the genetic material of cells called?,DNA,RNA,ATP,Lipids
Geology,What is the term for the shaking or trembling of the Earth's surface caused by the movement of tectonic plates?,Earthquake,Volcano,Tsunami,Avalanche
Physics,What is the term for the tendency of an object to remain at rest or in uniform motion?,Inertia,Acceleration,Momentum,Work
Chemistry,What is the process by which a substance gains electrons called?,Reduction,Oxidation,Combustion,Hydration
Biology,What is the name of the process through which plants lose water?,Transpiration,Photosynthesis,Respiration,Fermentation
Biology,What is the process of converting nitrogen gas into a usable form called?,Nitrogen fixation,Photosynthesis,Cellular respiration,Fermentation
Physics,What is the unit of resistance?,Ohm,Ampere,Coulomb,Volt
Astronomy,What is the name of the smallest planet in our solar system?,Mercury,Mars,Venus,Jupiter
Physics,What type of waves are used in a microwave oven?,Microwaves,Sound waves,Radio waves,X-rays
Biology,What is the substance that gives skin and hair its pigment?,Melanin,Keratin,Collagen,Elastin
Biology,What is the process by which plants make food?,Photosynthesis,Respiration,Digestion,Transpiration
Chemistry,What is the name of the bond formed between a metal and a nonmetal in which electrons are transferred?,Ionic Bond,Covalent Bond,Metallic Bond,Hydrogen Bond
Astronomy,What is the name of the asteroid belt between Mars and Jupiter?,Main Belt,Kuiper Belt,Oort Cloud,Scattered Disc
Biology,What disease is caused by the human immunodeficiency virus (HIV)?,AIDS,Cancer,Malaria,Tuberculosis
Chemistry,What is the term for a substance that cannot be decomposed into simpler substances by chemical means?,Element,Molecule,Compound,Ion
Astronomy,What causes a solar eclipse?,The Moon passing between the Earth and the Sun,The Earth passing between the Moon and the Sun,"The alignment of the Earth, Moon and Sun",The Sun rotating on its axis
Astronomy,What is the name of the planet closest to the sun?,Mercury,Venus,Mars,Earth
Astronomy,What is the name of one of the moons of Mars?,Phobos,Deimos,Tethys,Europa
Biology,What is the function of the nucleolus?,Produces ribosomes,Stores genetic information,Produces energy,Digests food
Earth Science,What is the natural satellite of the Earth?,Moon,Mars,Jupiter,Saturn
Chemistry,What is the term for the amount of solute dissolved in a solvent?,Concentration,Molarity,Molality,Mass
Chemistry,What is the formula for magnesium chloride?,MgCl2,MgCO3,MgSO4,MgO
Chemistry,What is the name for a substance that speeds up a chemical reaction?,Catalyst,Reactant,Product,Enzyme
Geology,What is the term for the process by which sediment is compacted and cemented together?,Lithification,Erosion,Deposition,Weathering
Biology,What is the function of the white blood cells?,To fight infection and foreign invaders,To transport oxygen and carbon dioxide,To filter waste and impurities,To produce and release hormones
Botany,What gas do plants absorb during photosynthesis?,Carbon dioxide,Oxygen,Nitrogen,Hydrogen
Biology,What is the name of the tube that connects the mouth to the stomach?,Esophagus,Trachea,Bronchi,Larynx
Biology,What is the term for the process by which RNA is synthesized from DNA?,Transcription,Translation,Replication,Mutation
Chemistry,What is the name for a substance that releases hydrogen ions when dissolved in water?,Acid,Base,Alkali,Neutral
Chemistry,What is the name for a substance that changes color in the presence of an acid or a base?,Indicator,Catalyst,Reagent,Buffer
Biology,What structure separates the inside of the cell from the outside environment?,Cell Membrane,Cell Wall,Nuclear Membrane,Cytoplasm
Biology,What is the function of the vacuole in plant cells?,Storage of water and nutrients,Energy production,Synthesizing proteins,Cell division
